Schedule generated with strategy: ShortestDurationFirst
Total execute time: 1134
Operations:
operation id:   0 | earliest start:   4 | start:  123 | end:  129 | duration:   6 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  36 | earliest start:   0 | start:  211 | end:  215 | duration:   4 | batch id: 1 | group id: 0 | predecessor ids: [35]
operation id:  37 | earliest start:   0 | start:  402 | end:  412 | duration:  10 | batch id: 1 | group id: 1 | predecessor ids: [36]
operation id:  38 | earliest start:   0 | start:  437 | end:  442 | duration:   5 | batch id: 1 | group id: 0 | predecessor ids: [37]
operation id:  39 | earliest start:   4 | start:  166 | end:  175 | duration:   9 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  40 | earliest start:   4 | start:  356 | end:  357 | duration:   1 | batch id: 0 | group id: 1 | predecessor ids: [39]
operation id:  41 | earliest start:   4 | start:  409 | end:  410 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: [40]
operation id:  42 | earliest start:   4 | start:  685 | end:  689 | duration:   4 | batch id: 0 | group id: 1 | predecessor ids: [41]
operation id:  43 | earliest start:   4 | start:  100 | end:  103 | duration:   3 | batch id: 2 | group id: 0 | predecessor ids: []
operation id:  44 | earliest start:   4 | start:  251 | end:  261 | duration:  10 | batch id: 2 | group id: 1 | predecessor ids: [43]
operation id:  45 | earliest start:   4 | start:  331 | end:  340 | duration:   9 | batch id: 2 | group id: 0 | predecessor ids: [44]
operation id:  46 | earliest start:   4 | start:  588 | end:  589 | duration:   1 | batch id: 2 | group id: 1 | predecessor ids: [45]
operation id:  47 | earliest start:   4 | start:   89 | end:   91 | duration:   2 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  48 | earliest start:   4 | start:  179 | end:  188 | duration:   9 | batch id: 0 | group id: 1 | predecessor ids: [47]
operation id:  49 | earliest start:   4 | start:  303 | end:  304 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: [48]
operation id:  50 | earliest start:   4 | start:  505 | end:  509 | duration:   4 | batch id: 0 | group id: 1 | predecessor ids: [49]
operation id:  51 | earliest start:   4 | start:  106 | end:  110 | duration:   4 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  52 | earliest start:   4 | start:  274 | end:  277 | duration:   3 | batch id: 0 | group id: 1 | predecessor ids: [51]
operation id:  53 | earliest start:   4 | start:  347 | end:  350 | duration:   3 | batch id: 0 | group id: 0 | predecessor ids: [52]
operation id:  54 | earliest start:   4 | start:  606 | end:  616 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [53]
operation id:  55 | earliest start:   4 | start:  116 | end:  121 | duration:   5 | batch id: 2 | group id: 0 | predecessor ids: []
operation id:  56 | earliest start:   4 | start:  296 | end:  306 | duration:  10 | batch id: 2 | group id: 1 | predecessor ids: [55]
operation id:  57 | earliest start:   4 | start:  361 | end:  362 | duration:   1 | batch id: 2 | group id: 0 | predecessor ids: [56]
operation id:  58 | earliest start:   4 | start:  138 | end:  145 | duration:   7 | batch id: 2 | group id: 0 | predecessor ids: []
operation id:  59 | earliest start:   4 | start:  331 | end:  332 | duration:   1 | batch id: 2 | group id: 1 | predecessor ids: [58]
operation id:  60 | earliest start:   4 | start:  382 | end:  391 | duration:   9 | batch id: 2 | group id: 0 | predecessor ids: [59]
operation id:  61 | earliest start:   4 | start:  664 | end:  665 | duration:   1 | batch id: 2 | group id: 1 | predecessor ids: [60]
operation id:  62 | earliest start:   4 | start:  665 | end:  672 | duration:   7 | batch id: 2 | group id: 0 | predecessor ids: [61]
operation id:  63 | earliest start:   0 | start:   72 | end:   82 | duration:  10 | batch id: 1 | group id: 0 | predecessor ids: []
operation id:  64 | earliest start:   0 | start:  112 | end:  113 | duration:   1 | batch id: 1 | group id: 1 | predecessor ids: [63]
operation id:  65 | earliest start:   0 | start:  257 | end:  265 | duration:   8 | batch id: 1 | group id: 0 | predecessor ids: [64]
operation id:  66 | earliest start:   0 | start:  473 | end:  478 | duration:   5 | batch id: 1 | group id: 1 | predecessor ids: [65]
operation id:  67 | earliest start:   0 | start:  478 | end:  482 | duration:   4 | batch id: 1 | group id: 0 | predecessor ids: [66]
operation id:  68 | earliest start:   0 | start:  766 | end:  772 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [67]
operation id:  69 | earliest start:   0 | start:   78 | end:   88 | duration:  10 | batch id: 1 | group id: 0 | predecessor ids: []
operation id:  70 | earliest start:   0 | start:  161 | end:  168 | duration:   7 | batch id: 1 | group id: 1 | predecessor ids: [69]
operation id:  71 | earliest start:   0 | start:  284 | end:  294 | duration:  10 | batch id: 1 | group id: 0 | predecessor ids: [70]
operation id:  72 | earliest start:   0 | start:  496 | end:  497 | duration:   1 | batch id: 1 | group id: 1 | predecessor ids: [71]
operation id:  73 | earliest start:   4 | start:   90 | end:   92 | duration:   2 | batch id: 2 | group id: 0 | predecessor ids: []
operation id:  74 | earliest start:   4 | start:  188 | end:  191 | duration:   3 | batch id: 2 | group id: 1 | predecessor ids: [73]
operation id:  75 | earliest start:   4 | start:  304 | end:  312 | duration:   8 | batch id: 2 | group id: 0 | predecessor ids: [74]
operation id:  76 | earliest start:   4 | start:  520 | end:  529 | duration:   9 | batch id: 2 | group id: 1 | predecessor ids: [75]
operation id:  77 | earliest start:   4 | start:  184 | end:  194 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  78 | earliest start:   4 | start:  366 | end:  370 | duration:   4 | batch id: 0 | group id: 1 | predecessor ids: [77]
operation id:  79 | earliest start:   4 | start:  416 | end:  426 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [78]
operation id:  80 | earliest start:   4 | start:  705 | end:  712 | duration:   7 | batch id: 0 | group id: 1 | predecessor ids: [79]
operation id:  81 | earliest start:   4 | start:  712 | end:  722 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [80, 50]
operation id:  82 | earliest start:   4 | start:   82 | end:   83 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  83 | earliest start:   4 | start:  113 | end:  121 | duration:   8 | batch id: 0 | group id: 1 | predecessor ids: [82]
operation id:  84 | earliest start:   4 | start:  263 | end:  273 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [83]
operation id:  85 | earliest start:   4 | start:  479 | end:  485 | duration:   6 | batch id: 0 | group id: 1 | predecessor ids: [84]
operation id:  86 | earliest start:   4 | start:  486 | end:  488 | duration:   2 | batch id: 0 | group id: 0 | predecessor ids: [85]
operation id:  87 | earliest start:   4 | start:  777 | end:  778 | duration:   1 | batch id: 0 | group id: 1 | predecessor ids: [86]
operation id:  88 | earliest start:   0 | start:   10 | end:   15 | duration:   5 | batch id: 1 | group id: 0 | predecessor ids: []
operation id:  89 | earliest start:   0 | start:   41 | end:   43 | duration:   2 | batch id: 1 | group id: 1 | predecessor ids: [88]
operation id:  90 | earliest start:   0 | start:  210 | end:  217 | duration:   7 | batch id: 1 | group id: 0 | predecessor ids: [89]
operation id:  91 | earliest start:   0 | start:  412 | end:  418 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [90]
operation id:  92 | earliest start:   0 | start:  439 | end:  445 | duration:   6 | batch id: 1 | group id: 0 | predecessor ids: [91]
operation id:  93 | earliest start:   0 | start:  727 | end:  735 | duration:   8 | batch id: 1 | group id: 1 | predecessor ids: [92]
operation id:  94 | earliest start:   0 | start:   45 | end:   54 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: []
operation id:  95 | earliest start:   0 | start:   86 | end:   89 | duration:   3 | batch id: 1 | group id: 1 | predecessor ids: [94]
operation id:  96 | earliest start:   0 | start:  236 | end:  245 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: [95]
operation id:  97 | earliest start:   0 | start:  443 | end:  448 | duration:   5 | batch id: 1 | group id: 1 | predecessor ids: [96]
operation id:  98 | earliest start:   4 | start:   83 | end:   84 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  99 | earliest start:   4 | start:  121 | end:  131 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [98]
operation id: 100 | earliest start:   4 | start:  265 | end:  275 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [99]
operation id: 101 | earliest start:   4 | start:  171 | end:  180 | duration:   9 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 102 | earliest start:   4 | start:  357 | end:  360 | duration:   3 | batch id: 0 | group id: 1 | predecessor ids: [101]
operation id: 103 | earliest start:   4 | start:  409 | end:  416 | duration:   7 | batch id: 0 | group id: 0 | predecessor ids: [102]
operation id: 104 | earliest start:   4 | start:  689 | end:  698 | duration:   9 | batch id: 0 | group id: 1 | predecessor ids: [103]
operation id: 105 | earliest start:   4 | start:   91 | end:   93 | duration:   2 | batch id: 2 | group id: 0 | predecessor ids: []
operation id: 106 | earliest start:   4 | start:  191 | end:  201 | duration:  10 | batch id: 2 | group id: 1 | predecessor ids: [105]
operation id: 107 | earliest start:   4 | start:  304 | end:  308 | duration:   4 | batch id: 2 | group id: 0 | predecessor ids: [106]
operation id: 108 | earliest start:   4 | start:  517 | end:  520 | duration:   3 | batch id: 2 | group id: 1 | predecessor ids: [107]
operation id: 109 | earliest start:   4 | start:  596 | end:  600 | duration:   4 | batch id: 2 | group id: 0 | predecessor ids: [32]
operation id: 110 | earliest start:   4 | start:  828 | end:  831 | duration:   3 | batch id: 2 | group id: 1 | predecessor ids: [109]
operation id: 111 | earliest start:   4 | start:  831 | end:  834 | duration:   3 | batch id: 2 | group id: 0 | predecessor ids: [110]
operation id: 112 | earliest start:   4 | start:  960 | end:  967 | duration:   7 | batch id: 2 | group id: 1 | predecessor ids: [111]
operation id: 113 | earliest start:   4 | start:  967 | end:  972 | duration:   5 | batch id: 2 | group id: 0 | predecessor ids: [112]
operation id: 114 | earliest start:   4 | start: 1028 | end: 1029 | duration:   1 | batch id: 2 | group id: 1 | predecessor ids: [113]
operation id: 115 | earliest start:   4 | start:  142 | end:  149 | duration:   7 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 116 | earliest start:   4 | start:  332 | end:  338 | duration:   6 | batch id: 0 | group id: 1 | predecessor ids: [115]
operation id: 117 | earliest start:   4 | start:  387 | end:  397 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [116]
operation id: 118 | earliest start:   4 | start:  189 | end:  199 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 119 | earliest start:   4 | start:  370 | end:  379 | duration:   9 | batch id: 0 | group id: 1 | predecessor ids: [118]
operation id: 120 | earliest start:   4 | start:  420 | end:  429 | duration:   9 | batch id: 0 | group id: 0 | predecessor ids: [119]
operation id: 121 | earliest start:   4 | start:  712 | end:  720 | duration:   8 | batch id: 0 | group id: 1 | predecessor ids: [120]
operation id: 122 | earliest start:   4 | start:  720 | end:  723 | duration:   3 | batch id: 0 | group id: 0 | predecessor ids: [121]
operation id: 123 | earliest start:   4 | start:  892 | end:  899 | duration:   7 | batch id: 0 | group id: 1 | predecessor ids: [122]
operation id: 124 | earliest start:   0 | start:   51 | end:   60 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 125 | earliest start:   0 | start:   89 | end:   95 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [124]
operation id: 126 | earliest start:   0 | start:  240 | end:  246 | duration:   6 | batch id: 1 | group id: 0 | predecessor ids: [125]
operation id: 127 | earliest start:   0 | start:  448 | end:  450 | duration:   2 | batch id: 1 | group id: 1 | predecessor ids: [126]
operation id: 128 | earliest start:   0 | start:  452 | end:  454 | duration:   2 | batch id: 1 | group id: 0 | predecessor ids: [127]
operation id: 129 | earliest start:   4 | start:  126 | end:  132 | duration:   6 | batch id: 2 | group id: 0 | predecessor ids: []
operation id: 130 | earliest start:   4 | start:  315 | end:  319 | duration:   4 | batch id: 2 | group id: 1 | predecessor ids: [129]
operation id: 131 | earliest start:   4 | start:  370 | end:  378 | duration:   8 | batch id: 2 | group id: 0 | predecessor ids: [130]
operation id: 132 | earliest start:   4 | start:  645 | end:  647 | duration:   2 | batch id: 2 | group id: 1 | predecessor ids: [131]
operation id: 133 | earliest start:   4 | start:  647 | end:  648 | duration:   1 | batch id: 2 | group id: 0 | predecessor ids: [132]
operation id: 134 | earliest start:   4 | start:  846 | end:  855 | duration:   9 | batch id: 2 | group id: 1 | predecessor ids: [133]
operation id: 135 | earliest start:   4 | start:  145 | end:  152 | duration:   7 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 136 | earliest start:   4 | start:  338 | end:  340 | duration:   2 | batch id: 0 | group id: 1 | predecessor ids: [135]
operation id: 137 | earliest start:   4 | start:  391 | end:  398 | duration:   7 | batch id: 0 | group id: 0 | predecessor ids: [136]
operation id: 138 | earliest start:   4 | start:   92 | end:   94 | duration:   2 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 139 | earliest start:   4 | start:  201 | end:  203 | duration:   2 | batch id: 0 | group id: 1 | predecessor ids: [138]
operation id: 140 | earliest start:   4 | start:  312 | end:  313 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: [139]
operation id: 141 | earliest start:   4 | start:  529 | end:  534 | duration:   5 | batch id: 0 | group id: 1 | predecessor ids: [140]
operation id: 142 | earliest start:   4 | start:  534 | end:  539 | duration:   5 | batch id: 0 | group id: 0 | predecessor ids: [141]
operation id: 143 | earliest start:   4 | start:  790 | end:  797 | duration:   7 | batch id: 0 | group id: 1 | predecessor ids: [142]
operation id: 144 | earliest start:   0 | start:   27 | end:   35 | duration:   8 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 145 | earliest start:   0 | start:   60 | end:   66 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [144]
operation id: 146 | earliest start:   0 | start:  221 | end:  227 | duration:   6 | batch id: 1 | group id: 0 | predecessor ids: [145]
operation id: 147 | earliest start:   0 | start:  428 | end:  434 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [146]
operation id: 148 | earliest start:   0 | start:  445 | end:  452 | duration:   7 | batch id: 1 | group id: 0 | predecessor ids: [147]
operation id: 149 | earliest start:   0 | start:  743 | end:  748 | duration:   5 | batch id: 1 | group id: 1 | predecessor ids: [148]
operation id: 150 | earliest start:   4 | start:   93 | end:   95 | duration:   2 | batch id: 2 | group id: 0 | predecessor ids: []
operation id: 151 | earliest start:   4 | start:  203 | end:  211 | duration:   8 | batch id: 2 | group id: 1 | predecessor ids: [150]
operation id: 152 | earliest start:   4 | start:  314 | end:  317 | duration:   3 | batch id: 2 | group id: 0 | predecessor ids: [151]
operation id: 153 | earliest start:   4 | start:  545 | end:  553 | duration:   8 | batch id: 2 | group id: 1 | predecessor ids: [152]
operation id: 154 | earliest start:   4 | start:   84 | end:   85 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 155 | earliest start:   4 | start:  131 | end:  141 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [154]
operation id: 156 | earliest start:   4 | start:  273 | end:  278 | duration:   5 | batch id: 0 | group id: 0 | predecessor ids: [155]
operation id: 157 | earliest start:   4 | start:  485 | end:  486 | duration:   1 | batch id: 0 | group id: 1 | predecessor ids: [156]
operation id: 158 | earliest start:   4 | start:   94 | end:   96 | duration:   2 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 159 | earliest start:   4 | start:  211 | end:  221 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [158]
operation id: 160 | earliest start:   4 | start:  314 | end:  324 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [159]
operation id: 161 | earliest start:   4 | start:  553 | end:  554 | duration:   1 | batch id: 0 | group id: 1 | predecessor ids: [160]
operation id: 162 | earliest start:   4 | start:  554 | end:  563 | duration:   9 | batch id: 0 | group id: 0 | predecessor ids: [161]
operation id: 163 | earliest start:   4 | start:   85 | end:   86 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 164 | earliest start:   4 | start:  141 | end:  147 | duration:   6 | batch id: 0 | group id: 1 | predecessor ids: [163]
operation id: 165 | earliest start:   4 | start:  275 | end:  282 | duration:   7 | batch id: 0 | group id: 0 | predecessor ids: [164]
operation id: 166 | earliest start:   4 | start:  108 | end:  112 | duration:   4 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 167 | earliest start:   4 | start:  277 | end:  280 | duration:   3 | batch id: 0 | group id: 1 | predecessor ids: [166]
operation id: 168 | earliest start:   4 | start:  350 | end:  358 | duration:   8 | batch id: 0 | group id: 0 | predecessor ids: [167]
operation id: 169 | earliest start:   4 | start:  624 | end:  630 | duration:   6 | batch id: 0 | group id: 1 | predecessor ids: [168]
operation id: 170 | earliest start:   4 | start:  630 | end:  633 | duration:   3 | batch id: 0 | group id: 0 | predecessor ids: [169]
operation id: 171 | earliest start:   4 | start:  294 | end:  296 | duration:   2 | batch id: 0 | group id: 0 | predecessor ids: [26]
operation id: 172 | earliest start:   4 | start:  497 | end:  504 | duration:   7 | batch id: 0 | group id: 1 | predecessor ids: [171, 65]
operation id: 173 | earliest start:   4 | start:  504 | end:  512 | duration:   8 | batch id: 0 | group id: 0 | predecessor ids: [172]
operation id: 174 | earliest start:   4 | start:  789 | end:  790 | duration:   1 | batch id: 0 | group id: 1 | predecessor ids: [173]
operation id: 175 | earliest start:   4 | start:  790 | end:  791 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: [174]
operation id: 176 | earliest start:   4 | start:  915 | end:  925 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [175]
operation id: 177 | earliest start:   4 | start:  665 | end:  671 | duration:   6 | batch id: 2 | group id: 0 | predecessor ids: [23]
operation id: 178 | earliest start:   4 | start:  993 | end: 1003 | duration:  10 | batch id: 2 | group id: 1 | predecessor ids: [177, 166, 176]
operation id: 179 | earliest start:   4 | start: 1003 | end: 1006 | duration:   3 | batch id: 2 | group id: 0 | predecessor ids: [178]
operation id: 180 | earliest start:   4 | start:  118 | end:  123 | duration:   5 | batch id: 2 | group id: 0 | predecessor ids: []
operation id: 181 | earliest start:   4 | start:  306 | end:  311 | duration:   5 | batch id: 2 | group id: 1 | predecessor ids: [180]
operation id: 182 | earliest start:   4 | start:  362 | end:  370 | duration:   8 | batch id: 2 | group id: 0 | predecessor ids: [181]
operation id: 183 | earliest start:   4 | start:  639 | end:  642 | duration:   3 | batch id: 2 | group id: 1 | predecessor ids: [182]
operation id: 184 | earliest start:   0 | start:   17 | end:   23 | duration:   6 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 185 | earliest start:   0 | start:   50 | end:   56 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [184]
operation id: 186 | earliest start:   0 | start:  215 | end:  220 | duration:   5 | batch id: 1 | group id: 0 | predecessor ids: [185]
operation id: 187 | earliest start:   0 | start:  418 | end:  419 | duration:   1 | batch id: 1 | group id: 1 | predecessor ids: [186]
operation id: 188 | earliest start:   0 | start:  442 | end:  451 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: [187]
operation id: 189 | earliest start:   0 | start:  735 | end:  743 | duration:   8 | batch id: 1 | group id: 1 | predecessor ids: [188]
operation id: 190 | earliest start:   0 | start:    1 | end:    3 | duration:   2 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 191 | earliest start:   0 | start:  806 | end:  809 | duration:   3 | batch id: 1 | group id: 1 | predecessor ids: [190, 162]
operation id: 192 | earliest start:   0 | start:  809 | end:  815 | duration:   6 | batch id: 1 | group id: 0 | predecessor ids: [191, 173]
operation id: 193 | earliest start:   0 | start:  933 | end:  935 | duration:   2 | batch id: 1 | group id: 1 | predecessor ids: [192]
operation id: 194 | earliest start:   4 | start:  340 | end:  350 | duration:  10 | batch id: 2 | group id: 0 | predecessor ids: [100]
operation id: 195 | earliest start:   4 | start:  596 | end:  606 | duration:  10 | batch id: 2 | group id: 1 | predecessor ids: [194]
operation id: 196 | earliest start:   4 | start:  606 | end:  612 | duration:   6 | batch id: 2 | group id: 0 | predecessor ids: [195]
operation id: 197 | earliest start:   4 | start:  831 | end:  835 | duration:   4 | batch id: 2 | group id: 1 | predecessor ids: [196]
operation id: 198 | earliest start:   4 | start:  835 | end:  836 | duration:   1 | batch id: 2 | group id: 0 | predecessor ids: [197]
operation id: 199 | earliest start:   4 | start:   86 | end:   87 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 200 | earliest start:   4 | start:  147 | end:  157 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [199]
operation id: 201 | earliest start:   4 | start:  278 | end:  284 | duration:   6 | batch id: 0 | group id: 0 | predecessor ids: [200]
operation id: 202 | earliest start:   4 | start:  313 | end:  314 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: [6]
operation id: 203 | earliest start:   4 | start:  539 | end:  545 | duration:   6 | batch id: 0 | group id: 1 | predecessor ids: [202]
operation id: 204 | earliest start:   4 | start:  545 | end:  554 | duration:   9 | batch id: 0 | group id: 0 | predecessor ids: [203]
operation id: 205 | earliest start:   4 | start:  797 | end:  806 | duration:   9 | batch id: 0 | group id: 1 | predecessor ids: [204]
operation id: 206 | earliest start:   4 | start:  149 | end:  156 | duration:   7 | batch id: 2 | group id: 0 | predecessor ids: []
operation id: 207 | earliest start:   4 | start:  340 | end:  341 | duration:   1 | batch id: 2 | group id: 1 | predecessor ids: [206]
operation id: 208 | earliest start:   4 | start:  397 | end:  401 | duration:   4 | batch id: 2 | group id: 0 | predecessor ids: [207]
operation id: 209 | earliest start:   4 | start:   87 | end:   88 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 210 | earliest start:   4 | start:  157 | end:  161 | duration:   4 | batch id: 0 | group id: 1 | predecessor ids: [209]
operation id: 211 | earliest start:   4 | start:  282 | end:  292 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [210]
operation id: 212 | earliest start:   4 | start:  110 | end:  114 | duration:   4 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 213 | earliest start:   4 | start:  280 | end:  288 | duration:   8 | batch id: 0 | group id: 1 | predecessor ids: [212]
operation id: 214 | earliest start:   4 | start:  356 | end:  361 | duration:   5 | batch id: 0 | group id: 0 | predecessor ids: [213]
operation id: 215 | earliest start:   4 | start:  630 | end:  635 | duration:   5 | batch id: 0 | group id: 1 | predecessor ids: [214]
operation id: 216 | earliest start:   4 | start:  635 | end:  638 | duration:   3 | batch id: 0 | group id: 0 | predecessor ids: [215, 118]
operation id: 217 | earliest start:   4 | start:  835 | end:  838 | duration:   3 | batch id: 0 | group id: 1 | predecessor ids: [216]
operation id: 218 | earliest start:   0 | start:   54 | end:   63 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 219 | earliest start:   0 | start:   95 | end:  100 | duration:   5 | batch id: 1 | group id: 1 | predecessor ids: [218]
operation id: 220 | earliest start:   0 | start:  245 | end:  246 | duration:   1 | batch id: 1 | group id: 0 | predecessor ids: [219]
operation id: 221 | earliest start:   0 | start:   60 | end:   69 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 222 | earliest start:   0 | start:  100 | end:  102 | duration:   2 | batch id: 1 | group id: 1 | predecessor ids: [221]
operation id: 223 | earliest start:   0 | start:  246 | end:  256 | duration:  10 | batch id: 1 | group id: 0 | predecessor ids: [222]
