Schedule generated with strategy: LongestSuccessorDuration
Total execute time: 1136
Operations:
operation id:   0 | earliest start:   4 | start:  322 | end:  328 | duration:   6 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  64 | earliest start:   0 | start:  548 | end:  549 | duration:   1 | batch id: 1 | group id: 1 | predecessor ids: [63]
operation id:  65 | earliest start:   0 | start:  549 | end:  557 | duration:   8 | batch id: 1 | group id: 0 | predecessor ids: [64]
operation id:  66 | earliest start:   0 | start:  576 | end:  581 | duration:   5 | batch id: 1 | group id: 1 | predecessor ids: [65]
operation id:  67 | earliest start:   0 | start:  581 | end:  585 | duration:   4 | batch id: 1 | group id: 0 | predecessor ids: [66]
operation id:  68 | earliest start:   0 | start: 1023 | end: 1029 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [67]
operation id:  69 | earliest start:   0 | start:   55 | end:   65 | duration:  10 | batch id: 1 | group id: 0 | predecessor ids: []
operation id:  70 | earliest start:   0 | start:   83 | end:   90 | duration:   7 | batch id: 1 | group id: 1 | predecessor ids: [69]
operation id:  71 | earliest start:   0 | start:  395 | end:  405 | duration:  10 | batch id: 1 | group id: 0 | predecessor ids: [70]
operation id:  72 | earliest start:   0 | start: 1044 | end: 1045 | duration:   1 | batch id: 1 | group id: 1 | predecessor ids: [71]
operation id:  73 | earliest start:   4 | start:  164 | end:  166 | duration:   2 | batch id: 2 | group id: 0 | predecessor ids: []
operation id:  74 | earliest start:   4 | start:  384 | end:  387 | duration:   3 | batch id: 2 | group id: 1 | predecessor ids: [73]
operation id:  75 | earliest start:   4 | start:  387 | end:  395 | duration:   8 | batch id: 2 | group id: 0 | predecessor ids: [74]
operation id:  76 | earliest start:   4 | start:  963 | end:  972 | duration:   9 | batch id: 2 | group id: 1 | predecessor ids: [75]
operation id:  77 | earliest start:   4 | start:  203 | end:  213 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  78 | earliest start:   4 | start:  342 | end:  346 | duration:   4 | batch id: 0 | group id: 1 | predecessor ids: [77]
operation id:  79 | earliest start:   4 | start:  346 | end:  356 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [78]
operation id:  80 | earliest start:   4 | start:  356 | end:  363 | duration:   7 | batch id: 0 | group id: 1 | predecessor ids: [79]
operation id:  81 | earliest start:   4 | start:  623 | end:  633 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [80, 50]
operation id:  82 | earliest start:   4 | start:   34 | end:   35 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  83 | earliest start:   4 | start:   90 | end:   98 | duration:   8 | batch id: 0 | group id: 1 | predecessor ids: [82]
operation id:  84 | earliest start:   4 | start:  137 | end:  147 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [83]
operation id:  85 | earliest start:   4 | start:  499 | end:  505 | duration:   6 | batch id: 0 | group id: 1 | predecessor ids: [84]
operation id:  86 | earliest start:   4 | start:  507 | end:  509 | duration:   2 | batch id: 0 | group id: 0 | predecessor ids: [85]
operation id:  87 | earliest start:   4 | start: 1096 | end: 1097 | duration:   1 | batch id: 0 | group id: 1 | predecessor ids: [86]
operation id:  88 | earliest start:   0 | start:  274 | end:  279 | duration:   5 | batch id: 1 | group id: 0 | predecessor ids: []
operation id:  89 | earliest start:   0 | start:  354 | end:  356 | duration:   2 | batch id: 1 | group id: 1 | predecessor ids: [88]
operation id:  90 | earliest start:   0 | start:  356 | end:  363 | duration:   7 | batch id: 1 | group id: 0 | predecessor ids: [89]
operation id:  91 | earliest start:   0 | start:  487 | end:  493 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [90]
operation id:  92 | earliest start:   0 | start:  493 | end:  499 | duration:   6 | batch id: 1 | group id: 0 | predecessor ids: [91]
operation id:  93 | earliest start:   0 | start: 1008 | end: 1016 | duration:   8 | batch id: 1 | group id: 1 | predecessor ids: [92]
operation id:  94 | earliest start:   0 | start:  250 | end:  259 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: []
operation id:  95 | earliest start:   0 | start:  414 | end:  417 | duration:   3 | batch id: 1 | group id: 1 | predecessor ids: [94]
operation id:  96 | earliest start:   0 | start:  417 | end:  426 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: [95]
operation id:  97 | earliest start:   0 | start:  972 | end:  977 | duration:   5 | batch id: 1 | group id: 1 | predecessor ids: [96]
operation id:  98 | earliest start:   4 | start:   23 | end:   24 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id:  99 | earliest start:   4 | start:   25 | end:   35 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [98]
operation id: 100 | earliest start:   4 | start:   35 | end:   45 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [99]
operation id: 101 | earliest start:   4 | start:   59 | end:   68 | duration:   9 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 102 | earliest start:   4 | start:  125 | end:  128 | duration:   3 | batch id: 0 | group id: 1 | predecessor ids: [101]
operation id: 103 | earliest start:   4 | start:  128 | end:  135 | duration:   7 | batch id: 0 | group id: 0 | predecessor ids: [102]
operation id: 104 | earliest start:   4 | start:  515 | end:  524 | duration:   9 | batch id: 0 | group id: 1 | predecessor ids: [103]
operation id: 105 | earliest start:   4 | start:   24 | end:   26 | duration:   2 | batch id: 2 | group id: 0 | predecessor ids: []
operation id: 106 | earliest start:   4 | start:   35 | end:   45 | duration:  10 | batch id: 2 | group id: 1 | predecessor ids: [105]
operation id: 107 | earliest start:   4 | start:   45 | end:   49 | duration:   4 | batch id: 2 | group id: 0 | predecessor ids: [106]
operation id: 108 | earliest start:   4 | start:  864 | end:  867 | duration:   3 | batch id: 2 | group id: 1 | predecessor ids: [107]
operation id: 109 | earliest start:   4 | start:  259 | end:  263 | duration:   4 | batch id: 2 | group id: 0 | predecessor ids: [32]
operation id: 110 | earliest start:   4 | start:  474 | end:  477 | duration:   3 | batch id: 2 | group id: 1 | predecessor ids: [109]
operation id: 111 | earliest start:   4 | start:  477 | end:  480 | duration:   3 | batch id: 2 | group id: 0 | predecessor ids: [110]
operation id: 112 | earliest start:   4 | start:  480 | end:  487 | duration:   7 | batch id: 2 | group id: 1 | predecessor ids: [111]
operation id: 113 | earliest start:   4 | start:  487 | end:  492 | duration:   5 | batch id: 2 | group id: 0 | predecessor ids: [112]
operation id: 114 | earliest start:   4 | start: 1081 | end: 1082 | duration:   1 | batch id: 2 | group id: 1 | predecessor ids: [113]
operation id: 115 | earliest start:   4 | start:   96 | end:  103 | duration:   7 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 116 | earliest start:   4 | start:  143 | end:  149 | duration:   6 | batch id: 0 | group id: 1 | predecessor ids: [115]
operation id: 117 | earliest start:   4 | start:  401 | end:  411 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [116]
operation id: 118 | earliest start:   4 | start:    6 | end:   16 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 119 | earliest start:   4 | start:   16 | end:   25 | duration:   9 | batch id: 0 | group id: 1 | predecessor ids: [118]
operation id: 120 | earliest start:   4 | start:   75 | end:   84 | duration:   9 | batch id: 0 | group id: 0 | predecessor ids: [119]
operation id: 121 | earliest start:   4 | start:  442 | end:  450 | duration:   8 | batch id: 0 | group id: 1 | predecessor ids: [120]
operation id: 122 | earliest start:   4 | start:  450 | end:  453 | duration:   3 | batch id: 0 | group id: 0 | predecessor ids: [121]
operation id: 123 | earliest start:   4 | start:  985 | end:  992 | duration:   7 | batch id: 0 | group id: 1 | predecessor ids: [122]
operation id: 124 | earliest start:   0 | start:   96 | end:  105 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 125 | earliest start:   0 | start:  219 | end:  225 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [124]
operation id: 126 | earliest start:   0 | start:  320 | end:  326 | duration:   6 | batch id: 1 | group id: 0 | predecessor ids: [125]
operation id: 127 | earliest start:   0 | start:  536 | end:  538 | duration:   2 | batch id: 1 | group id: 1 | predecessor ids: [126]
operation id: 128 | earliest start:   0 | start:  538 | end:  540 | duration:   2 | batch id: 1 | group id: 0 | predecessor ids: [127]
operation id: 129 | earliest start:   4 | start:  213 | end:  219 | duration:   6 | batch id: 2 | group id: 0 | predecessor ids: []
operation id: 130 | earliest start:   4 | start:  346 | end:  350 | duration:   4 | batch id: 2 | group id: 1 | predecessor ids: [129]
operation id: 131 | earliest start:   4 | start:  351 | end:  359 | duration:   8 | batch id: 2 | group id: 0 | predecessor ids: [130]
operation id: 132 | earliest start:   4 | start:  749 | end:  751 | duration:   2 | batch id: 2 | group id: 1 | predecessor ids: [131]
operation id: 133 | earliest start:   4 | start:  751 | end:  752 | duration:   1 | batch id: 2 | group id: 0 | predecessor ids: [132]
operation id: 134 | earliest start:   4 | start:  814 | end:  823 | duration:   9 | batch id: 2 | group id: 1 | predecessor ids: [133]
operation id: 135 | earliest start:   4 | start:  308 | end:  315 | duration:   7 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 136 | earliest start:   4 | start:  477 | end:  479 | duration:   2 | batch id: 0 | group id: 1 | predecessor ids: [135]
operation id: 137 | earliest start:   4 | start:  509 | end:  516 | duration:   7 | batch id: 0 | group id: 0 | predecessor ids: [136]
operation id: 138 | earliest start:   4 | start:  200 | end:  202 | duration:   2 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 139 | earliest start:   4 | start:  630 | end:  632 | duration:   2 | batch id: 0 | group id: 1 | predecessor ids: [138]
operation id: 140 | earliest start:   4 | start:  632 | end:  633 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: [139]
operation id: 141 | earliest start:   4 | start:  804 | end:  809 | duration:   5 | batch id: 0 | group id: 1 | predecessor ids: [140]
operation id: 142 | earliest start:   4 | start:  809 | end:  814 | duration:   5 | batch id: 0 | group id: 0 | predecessor ids: [141]
operation id: 143 | earliest start:   4 | start: 1082 | end: 1089 | duration:   7 | batch id: 0 | group id: 1 | predecessor ids: [142]
operation id: 144 | earliest start:   0 | start:  105 | end:  113 | duration:   8 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 145 | earliest start:   0 | start:  225 | end:  231 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [144]
operation id: 146 | earliest start:   0 | start:  231 | end:  237 | duration:   6 | batch id: 1 | group id: 0 | predecessor ids: [145]
operation id: 147 | earliest start:   0 | start:  237 | end:  243 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [146]
operation id: 148 | earliest start:   0 | start:  243 | end:  250 | duration:   7 | batch id: 1 | group id: 0 | predecessor ids: [147]
operation id: 149 | earliest start:   0 | start:  945 | end:  950 | duration:   5 | batch id: 1 | group id: 1 | predecessor ids: [148]
operation id: 150 | earliest start:   4 | start:   42 | end:   44 | duration:   2 | batch id: 2 | group id: 0 | predecessor ids: []
operation id: 151 | earliest start:   4 | start:  426 | end:  434 | duration:   8 | batch id: 2 | group id: 1 | predecessor ids: [150]
operation id: 152 | earliest start:   4 | start:  434 | end:  437 | duration:   3 | batch id: 2 | group id: 0 | predecessor ids: [151]
operation id: 153 | earliest start:   4 | start:  977 | end:  985 | duration:   8 | batch id: 2 | group id: 1 | predecessor ids: [152]
operation id: 154 | earliest start:   4 | start:   24 | end:   25 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 155 | earliest start:   4 | start:  279 | end:  289 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [154]
operation id: 156 | earliest start:   4 | start:  289 | end:  294 | duration:   5 | batch id: 0 | group id: 0 | predecessor ids: [155]
operation id: 157 | earliest start:   4 | start:  672 | end:  673 | duration:   1 | batch id: 0 | group id: 1 | predecessor ids: [156]
operation id: 158 | earliest start:   4 | start:   25 | end:   27 | duration:   2 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 159 | earliest start:   4 | start:   45 | end:   55 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [158]
operation id: 160 | earliest start:   4 | start:  237 | end:  247 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [159]
operation id: 161 | earliest start:   4 | start:  263 | end:  264 | duration:   1 | batch id: 0 | group id: 1 | predecessor ids: [160]
operation id: 162 | earliest start:   4 | start:  299 | end:  308 | duration:   9 | batch id: 0 | group id: 0 | predecessor ids: [161]
operation id: 163 | earliest start:   4 | start:   44 | end:   45 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 164 | earliest start:   4 | start:  149 | end:  155 | duration:   6 | batch id: 0 | group id: 1 | predecessor ids: [163]
operation id: 165 | earliest start:   4 | start:  155 | end:  162 | duration:   7 | batch id: 0 | group id: 0 | predecessor ids: [164]
operation id: 166 | earliest start:   4 | start:    4 | end:    8 | duration:   4 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 167 | earliest start:   4 | start:   10 | end:   13 | duration:   3 | batch id: 0 | group id: 1 | predecessor ids: [166]
operation id: 168 | earliest start:   4 | start:  147 | end:  155 | duration:   8 | batch id: 0 | group id: 0 | predecessor ids: [167]
operation id: 169 | earliest start:   4 | start:  462 | end:  468 | duration:   6 | batch id: 0 | group id: 1 | predecessor ids: [168]
operation id: 170 | earliest start:   4 | start:  468 | end:  471 | duration:   3 | batch id: 0 | group id: 0 | predecessor ids: [169]
operation id: 171 | earliest start:   4 | start:  105 | end:  107 | duration:   2 | batch id: 0 | group id: 0 | predecessor ids: [26]
operation id: 172 | earliest start:   4 | start:  565 | end:  572 | duration:   7 | batch id: 0 | group id: 1 | predecessor ids: [171, 65]
operation id: 173 | earliest start:   4 | start:  572 | end:  580 | duration:   8 | batch id: 0 | group id: 0 | predecessor ids: [172]
operation id: 174 | earliest start:   4 | start:  593 | end:  594 | duration:   1 | batch id: 0 | group id: 1 | predecessor ids: [173]
operation id: 175 | earliest start:   4 | start:  610 | end:  611 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: [174]
operation id: 176 | earliest start:   4 | start:  836 | end:  846 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [175]
operation id: 177 | earliest start:   4 | start:  726 | end:  732 | duration:   6 | batch id: 2 | group id: 0 | predecessor ids: [23]
operation id: 178 | earliest start:   4 | start:  846 | end:  856 | duration:  10 | batch id: 2 | group id: 1 | predecessor ids: [177, 166, 176]
operation id: 179 | earliest start:   4 | start:  856 | end:  859 | duration:   3 | batch id: 2 | group id: 0 | predecessor ids: [178]
operation id: 180 | earliest start:   4 | start:  122 | end:  127 | duration:   5 | batch id: 2 | group id: 0 | predecessor ids: []
operation id: 181 | earliest start:   4 | start:  231 | end:  236 | duration:   5 | batch id: 2 | group id: 1 | predecessor ids: [180]
operation id: 182 | earliest start:   4 | start:  285 | end:  293 | duration:   8 | batch id: 2 | group id: 0 | predecessor ids: [181]
operation id: 183 | earliest start:   4 | start:  992 | end:  995 | duration:   3 | batch id: 2 | group id: 1 | predecessor ids: [182]
operation id: 184 | earliest start:   0 | start:  113 | end:  119 | duration:   6 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 185 | earliest start:   0 | start:  155 | end:  161 | duration:   6 | batch id: 1 | group id: 1 | predecessor ids: [184]
operation id: 186 | earliest start:   0 | start:  337 | end:  342 | duration:   5 | batch id: 1 | group id: 0 | predecessor ids: [185]
operation id: 187 | earliest start:   0 | start:  552 | end:  553 | duration:   1 | batch id: 1 | group id: 1 | predecessor ids: [186]
operation id: 188 | earliest start:   0 | start:  557 | end:  566 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: [187]
operation id: 189 | earliest start:   0 | start:  642 | end:  650 | duration:   8 | batch id: 1 | group id: 1 | predecessor ids: [188]
operation id: 190 | earliest start:   0 | start:  192 | end:  194 | duration:   2 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 191 | earliest start:   0 | start:  468 | end:  471 | duration:   3 | batch id: 1 | group id: 1 | predecessor ids: [190, 162]
operation id: 192 | earliest start:   0 | start:  585 | end:  591 | duration:   6 | batch id: 1 | group id: 0 | predecessor ids: [191, 173]
operation id: 193 | earliest start:   0 | start: 1029 | end: 1031 | duration:   2 | batch id: 1 | group id: 1 | predecessor ids: [192]
operation id: 194 | earliest start:   4 | start:   45 | end:   55 | duration:  10 | batch id: 2 | group id: 0 | predecessor ids: [100]
operation id: 195 | earliest start:   4 | start:  177 | end:  187 | duration:  10 | batch id: 2 | group id: 1 | predecessor ids: [194]
operation id: 196 | earliest start:   4 | start:  234 | end:  240 | duration:   6 | batch id: 2 | group id: 0 | predecessor ids: [195]
operation id: 197 | earliest start:   4 | start:  753 | end:  757 | duration:   4 | batch id: 2 | group id: 1 | predecessor ids: [196]
operation id: 198 | earliest start:   4 | start:  757 | end:  758 | duration:   1 | batch id: 2 | group id: 0 | predecessor ids: [197]
operation id: 199 | earliest start:   4 | start:    4 | end:    5 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 200 | earliest start:   4 | start:  167 | end:  177 | duration:  10 | batch id: 0 | group id: 1 | predecessor ids: [199]
operation id: 201 | earliest start:   4 | start:  411 | end:  417 | duration:   6 | batch id: 0 | group id: 0 | predecessor ids: [200]
operation id: 202 | earliest start:   4 | start:  631 | end:  632 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: [6]
operation id: 203 | earliest start:   4 | start:  632 | end:  638 | duration:   6 | batch id: 0 | group id: 1 | predecessor ids: [202]
operation id: 204 | earliest start:   4 | start:  638 | end:  647 | duration:   9 | batch id: 0 | group id: 0 | predecessor ids: [203]
operation id: 205 | earliest start:   4 | start: 1045 | end: 1054 | duration:   9 | batch id: 0 | group id: 1 | predecessor ids: [204]
operation id: 206 | earliest start:   4 | start:  363 | end:  370 | duration:   7 | batch id: 2 | group id: 0 | predecessor ids: []
operation id: 207 | earliest start:   4 | start:  549 | end:  550 | duration:   1 | batch id: 2 | group id: 1 | predecessor ids: [206]
operation id: 208 | earliest start:   4 | start:  616 | end:  620 | duration:   4 | batch id: 2 | group id: 0 | predecessor ids: [207]
operation id: 209 | earliest start:   4 | start:    5 | end:    6 | duration:   1 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 210 | earliest start:   4 | start:    6 | end:   10 | duration:   4 | batch id: 0 | group id: 1 | predecessor ids: [209]
operation id: 211 | earliest start:   4 | start:   49 | end:   59 | duration:  10 | batch id: 0 | group id: 0 | predecessor ids: [210]
operation id: 212 | earliest start:   4 | start:   65 | end:   69 | duration:   4 | batch id: 0 | group id: 0 | predecessor ids: []
operation id: 213 | earliest start:   4 | start:  187 | end:  195 | duration:   8 | batch id: 0 | group id: 1 | predecessor ids: [212]
operation id: 214 | earliest start:   4 | start:  195 | end:  200 | duration:   5 | batch id: 0 | group id: 0 | predecessor ids: [213]
operation id: 215 | earliest start:   4 | start:  457 | end:  462 | duration:   5 | batch id: 0 | group id: 1 | predecessor ids: [214]
operation id: 216 | earliest start:   4 | start:  462 | end:  465 | duration:   3 | batch id: 0 | group id: 0 | predecessor ids: [215, 118]
operation id: 217 | earliest start:   4 | start: 1005 | end: 1008 | duration:   3 | batch id: 0 | group id: 1 | predecessor ids: [216]
operation id: 218 | earliest start:   0 | start:  147 | end:  156 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 219 | earliest start:   0 | start:  581 | end:  586 | duration:   5 | batch id: 1 | group id: 1 | predecessor ids: [218]
operation id: 220 | earliest start:   0 | start:  587 | end:  588 | duration:   1 | batch id: 1 | group id: 0 | predecessor ids: [219]
operation id: 221 | earliest start:   0 | start:  311 | end:  320 | duration:   9 | batch id: 1 | group id: 0 | predecessor ids: []
operation id: 222 | earliest start:   0 | start:  493 | end:  495 | duration:   2 | batch id: 1 | group id: 1 | predecessor ids: [221]
operation id: 223 | earliest start:   0 | start:  495 | end:  505 | duration:  10 | batch id: 1 | group id: 0 | predecessor ids: [222]
